Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date,Profit Percentage
Live by Night,259695,Crime,Appian Way,108000000,22678555,A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.,2016-12-25,-376.22081741980475
A Hologram for the King,270010,Comedy,X-Filme Creative Pool,30000000,4212494,"Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",2016-04-22,-612.167186469583
Green Room,313922,Horror,Film Science,5000000,3220371,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,2016-04-15,-55.26161426742446
A Street Cat Named Bob,404378,Drama,Iris productions,8000000,82703,"Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",2016-11-04,-9573.167841553512
Jackie,376866,Drama,Jackie Productions (II),9000000,13960394,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",2016-12-02,35.53190547487413
The Boss,323676,Comedy,Universal Pictures,29000000,78636257,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",2016-04-07,63.121337273212276
The Boy,321258,Horror,Lakeshore Entertainment,10000000,64188367,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",2016-01-22,84.42085308074593
Elle,337674,Drama,Filmförderungsanstalt (FFA),9804690,2341534,"When Michèle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",2016-05-25,-318.72934580492955
Ouija: Origin of Evil,335796,Horror,Platinum Dunes,9000000,81705746,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,88.9848628271505
Max Steel,286567,Action,Mattel Entertainment,10000000,6272403,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",2016-10-14,-59.42853161698953
Fifty Shades of Black,351819,Romance,Open Road Films (II),20000000,21164799,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2016-01-28,5.503473007232433
Mother's Day,353069,Comedy,PalmStar Media,25000000,48418160,Intersecting stories with different moms collide on Mother's Day.,2016-04-28,48.366480675845594
Rules Don't Apply,291328,Romance,Tatira,25000000,3885342,"It's Hollywood, 1958. Small town beauty queen and devout Baptist virgin Marla Mabrey, under contract to the infamous Howard Hughes, arrives in Los Angeles. At the airport, she meets her driver Frank Forbes, who is engaged to be married to his seventh grade sweetheart and is a deeply religious Methodist. Their instant attraction not only puts their religious convictions to the test, but also defies Hughes' number one rule: No employee is allowed to have any relationship whatsoever with a contract actress. Hughes' behavior intersects with Marla and Frank in very separate and unexpected ways, and as they are drawn deeper into his bizarre world, their values are challenged and their lives are changed.",2016-11-23,-543.4440005538767
Eddie the Eagle,319888,Comedy,Studio Babelsberg,23000000,46152411,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2016-02-26,50.165117050981365
Coco,354912,Adventure,Pixar,175000000,700920729,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,75.03283998325008
Star Wars: The Last Jedi,181808,Fantasy,Lucasfilm,200000000,1325937250,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",2017-12-13,84.91632993944472
Beauty and the Beast,321612,Family,Walt Disney Pictures,160000000,1263521126,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,2017-03-16,87.33697468862107
Thor: Ragnarok,284053,Action,Marvel Studios,180000000,854229371,"Thor is being imprisoned by Asgard's old enemy Surtur. Surtur wishes for the destruction of Asgard and the deaths of its people. An unsuspecting relative comes to Asgard claiming to be the rightful owner of the throne and reaks havik. With all these unsuspecting truns of events Thor is then captured by a dashing warrior,  sent in to a death match. With all of these events the least of Thors problems are'nt sloved when Loki raises a battle between tow brothers. Put aside their differences Thor ,Loki ,Warrior and a few other unsuspecting arrivals puts the powerful Hela in check and takes back Asgard and the throne.",2017-10-25,78.92837613517271
Alien: Covenant,126889,Horror,Scott Free Productions,97000000,232380243,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",2017-05-09,58.25806929722507
Downsizing,301337,Comedy,Ad Hominem Enterprises,68000000,50465228,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,2017-12-22,-34.74624547421048
Atomic Blonde,341013,Action,Focus Features,30000000,95673925,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,2017-07-26,68.6434940345554
Darkest Hour,399404,Drama,Perfect World Pictures,30000000,114845157,"A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",2017-11-22,73.87787105380508
